F1_target_variable,F1_collaborative_variable1,F1_collaborative_variable2,F1_collaborative_variable3,F1_collaborative_variable4
0.6567,1930.1602,0.8392,0.3012,0.321
0.6553,1916.5958,0.8378,0.3009,0.3208
0.6539,1903.0962,0.8363,0.3006,0.3205
0.6525,1889.6555,0.8349,0.3003,0.3203
0.651,1876.271,0.8334,0.3,0.3201
0.6495,1862.9293,0.8319,0.2997,0.3198
0.6479,1849.6299,0.8304,0.2994,0.3196
0.6463,1836.3645,0.8288,0.299,0.3193
0.6447,1823.1316,0.8272,0.2987,0.3191
0.643,1809.9308,0.8256,0.2983,0.3188
0.6413,1796.7532,0.824,0.2979,0.3186
0.6395,1783.5969,0.8223,0.2976,0.3183
0.6377,1770.4531,0.8205,0.2972,0.3181
0.6359,1757.3229,0.8188,0.2967,0.3178
0.634,1744.2023,0.817,0.2963,0.3175
0.6321,1731.0898,0.8151,0.2959,0.3172
0.6301,1717.981,0.8132,0.2955,0.3169
0.6281,1704.876,0.8113,0.295,0.3167
0.6261,1691.7737,0.8093,0.2945,0.3164
0.624,1678.6675,0.8073,0.294,0.3161
0.6219,1665.5547,0.8052,0.2935,0.3158
0.6198,1652.4377,0.8031,0.293,0.3155
0.6176,1639.3142,0.801,0.2925,0.3152
0.6153,1626.1803,0.7988,0.2919,0.3149
0.6131,1613.0386,0.7966,0.2914,0.3146
0.6108,1599.874,0.7943,0.2908,0.3142
0.6085,1586.6915,0.7921,0.2902,0.3139
0.6061,1573.4836,0.7897,0.2896,0.3136
0.6037,1560.24,0.7874,0.2889,0.3133
0.6012,1546.9626,0.785,0.2883,0.313
0.5988,1533.6415,0.7826,0.2876,0.3126
0.5963,1520.2705,0.7801,0.2869,0.3123
0.5937,1506.8455,0.7776,0.2862,0.312
0.5912,1493.3636,0.7751,0.2854,0.3116
0.5886,1479.8182,0.7726,0.2846,0.3113
0.5859,1466.2101,0.77,0.2838,0.3109
0.5833,1452.5352,0.7674,0.283,0.3106
0.5599,1057.8263,0.8031,0.301,0.3168
0.5608,1074.6041,0.8038,0.3011,0.3171
0.5618,1091.3982,0.8045,0.3012,0.3174
0.5628,1108.1907,0.8052,0.3013,0.3177
0.5639,1124.9813,0.8059,0.3014,0.318
0.5649,1141.7588,0.8067,0.3015,0.3183
0.566,1158.5184,0.8074,0.3017,0.3186
0.5671,1175.2539,0.8082,0.3018,0.3189
0.5682,1191.9572,0.809,0.3019,0.3192
0.5694,1208.6265,0.8098,0.302,0.3195
0.5705,1225.2548,0.8106,0.3021,0.3198
0.5717,1241.8359,0.8114,0.3022,0.32
0.5729,1258.3661,0.8122,0.3023,0.3203
0.5741,1274.842,0.8131,0.3024,0.3206
0.5753,1291.2557,0.8139,0.3026,0.3209
0.5765,1307.6035,0.8148,0.3027,0.3211
0.5777,1323.877,0.8157,0.3028,0.3214
0.579,1340.076,0.8166,0.3029,0.3216
0.5802,1356.1909,0.8175,0.303,0.3219
0.5815,1372.2151,0.8185,0.3031,0.3222
0.5827,1388.1438,0.8194,0.3032,0.3224
0.584,1403.9661,0.8203,0.3033,0.3226
0.5852,1419.6794,0.8213,0.3034,0.3229
0.5865,1435.2758,0.8223,0.3035,0.3231
0.5877,1450.7456,0.8232,0.3036,0.3233
0.589,1466.0833,0.8242,0.3038,0.3236
0.5902,1481.2802,0.8252,0.3039,0.3238
0.5915,1496.3252,0.8263,0.304,0.324
0.5927,1511.209,0.8273,0.3041,0.3242
0.5939,1525.9211,0.8283,0.3042,0.3245
0.5951,1540.4518,0.8294,0.3043,0.3247
0.5963,1554.7928,0.8304,0.3044,0.3249
0.5974,1568.9349,0.8315,0.3045,0.3251
0.5986,1582.8711,0.8326,0.3046,0.3253
0.5997,1596.5895,0.8336,0.3047,0.3255
0.6008,1610.0779,0.8347,0.3048,0.3257
0.6019,1623.3303,0.8358,0.3049,0.3259
0.603,1636.3402,0.8369,0.305,0.326
0.604,1649.1005,0.8381,0.3051,0.3262
0.6051,1661.6028,0.8392,0.3052,0.3264
0.6061,1673.8457,0.8403,0.3053,0.3266
0.607,1685.825,0.8415,0.3054,0.3267
0.608,1697.5334,0.8426,0.3055,0.3269
0.6089,1708.9692,0.8438,0.3056,0.3271
0.6098,1720.1296,0.845,0.3057,0.3272
0.6106,1731.0131,0.8461,0.3058,0.3274
0.6115,1741.614,0.8473,0.3059,0.3276
0.6123,1751.942,0.8485,0.306,0.3277
0.6131,1761.9943,0.8497,0.3061,0.3278
0.6139,1771.7753,0.8509,0.3062,0.328
0.6147,1781.2844,0.8521,0.3063,0.3281
0.6154,1790.5292,0.8534,0.3064,0.3283
0.6161,1799.5161,0.8546,0.3065,0.3284
0.6169,1808.2502,0.8558,0.3066,0.3285
0.6176,1816.7455,0.8571,0.3067,0.3286
0.6183,1825.0083,0.8583,0.3068,0.3288
0.6191,1833.0543,0.8596,0.3069,0.3289
0.6198,1840.894,0.8608,0.307,0.329
0.6206,1848.5453,0.8621,0.3071,0.3291
0.6214,1856.0249,0.8634,0.3072,0.3292
0.6222,1863.3494,0.8647,0.3073,0.3293
0.623,1870.5374,0.866,0.3074,0.3294
0.6239,1877.6096,0.8672,0.3075,0.3295
0.6248,1884.5853,0.8685,0.3076,0.3296
0.6257,1891.4861,0.8698,0.3077,0.3297
0.6267,1898.3345,0.871,0.3077,0.3298
0.6277,1905.1532,0.8723,0.3078,0.3299
0.6287,1911.9661,0.8735,0.3079,0.33
0.6299,1918.7932,0.8747,0.308,0.3301
0.631,1925.6602,0.8758,0.3081,0.3302
0.6322,1932.5909,0.877,0.3082,0.3303
0.6334,1939.609,0.8781,0.3083,0.3303
0.6347,1946.7368,0.8792,0.3083,0.3304
0.636,1953.9983,0.8803,0.3084,0.3305
0.6373,1961.4159,0.8814,0.3085,0.3306
0.6387,1969.0109,0.8824,0.3086,0.3306
0.64,1976.8085,0.8834,0.3087,0.3307
0.6414,1984.8236,0.8844,0.3087,0.3308
0.6428,1993.0813,0.8853,0.3088,0.3308
0.6443,2001.5994,0.8862,0.3089,0.3309
0.6457,2010.3943,0.8871,0.309,0.331
0.6471,2019.4846,0.888,0.3091,0.331
0.6485,2028.8872,0.8888,0.3091,0.3311
0.6499,2038.6163,0.8896,0.3092,0.3312
0.6513,2048.6897,0.8904,0.3093,0.3312
0.6527,2059.1152,0.8911,0.3093,0.3313
0.6541,2069.908,0.8919,0.3094,0.3313
0.6554,2081.0784,0.8926,0.3095,0.3314
0.6568,2092.6455,0.8933,0.3095,0.3314
0.6581,2104.6206,0.894,0.3096,0.3315
0.6594,2117.021,0.8946,0.3097,0.3315
0.6606,2129.8652,0.8953,0.3097,0.3316
0.6619,2143.1567,0.8959,0.3098,0.3317
0.6631,2156.9082,0.8965,0.3098,0.3317
0.6643,2171.1299,0.8972,0.3099,0.3318
0.6655,2185.8235,0.8978,0.3099,0.3318
0.6666,2200.9937,0.8984,0.31,0.3318
0.6678,2216.6392,0.899,0.31,0.3319
0.6689,2232.7544,0.8996,0.3101,0.3319
0.6699,2249.3379,0.9002,0.3101,0.332
0.671,2266.3779,0.9008,0.3102,0.332
0.672,2283.8638,0.9014,0.3102,0.3321
0.673,2301.781,0.9021,0.3103,0.3321
0.6739,2320.1067,0.9027,0.3103,0.3322
0.6748,2338.8242,0.9034,0.3103,0.3323
0.6757,2357.9033,0.904,0.3104,0.3323
0.6765,2377.3162,0.9047,0.3104,0.3324
0.6774,2397.0281,0.9054,0.3104,0.3325
0.6781,2417.0066,0.9061,0.3105,0.3326
0.6789,2437.2124,0.9069,0.3105,0.3327
0.6796,2457.6035,0.9076,0.3105,0.3328
0.6803,2478.1396,0.9084,0.3105,0.3329
0.6809,2498.7725,0.9091,0.3105,0.333
0.6815,2519.4583,0.9099,0.3106,0.3332
0.6821,2540.1514,0.9107,0.3106,0.3334
0.6827,2560.8013,0.9115,0.3106,0.3336
0.6832,2581.3613,0.9123,0.3106,0.3338
0.6837,2601.781,0.9131,0.3106,0.334
0.6842,2622.0171,0.9138,0.3106,0.3343
0.6847,2642.0178,0.9146,0.3106,0.3345
0.6852,2661.7405,0.9154,0.3106,0.3347
0.6856,2681.1406,0.9161,0.3106,0.335
0.6861,2700.1765,0.9168,0.3106,0.3352
0.6865,2718.8066,0.9175,0.3106,0.3354
0.687,2736.9929,0.9181,0.3106,0.3356
0.6874,2754.6992,0.9187,0.3106,0.3357
0.6878,2771.8931,0.9193,0.3106,0.3358
0.6882,2788.5444,0.9198,0.3106,0.3359
0.6886,2804.6243,0.9202,0.3106,0.336
0.689,2820.1086,0.9206,0.3106,0.336
0.6895,2834.9753,0.921,0.3106,0.336
0.6899,2849.2031,0.9213,0.3106,0.336
0.6903,2862.7729,0.9215,0.3105,0.336
0.6907,2875.6709,0.9217,0.3105,0.336
0.691,2887.8865,0.9218,0.3105,0.336
0.6914,2899.4058,0.9218,0.3105,0.3359
0.6918,2910.2214,0.9218,0.3105,0.3359
0.6922,2920.3271,0.9218,0.3104,0.3358
0.6925,2929.718,0.9217,0.3104,0.3357
0.6929,2938.3901,0.9215,0.3104,0.3356
0.6932,2946.3438,0.9213,0.3104,0.3356
0.6935,2953.5769,0.921,0.3103,0.3355
0.6938,2960.0916,0.9207,0.3103,0.3354
0.6941,2965.8918,0.9204,0.3103,0.3353
0.6944,2970.9741,0.92,0.3103,0.3352
0.6946,2975.3457,0.9196,0.3102,0.3351
0.6948,2979.0066,0.9192,0.3102,0.335
0.695,2981.9641,0.9187,0.3102,0.3349
0.6952,2984.2217,0.9182,0.3101,0.3348
0.6954,2985.7844,0.9178,0.3101,0.3347
0.6955,2986.6606,0.9173,0.3101,0.3345
0.6956,2986.8555,0.9168,0.31,0.3344
0.6957,2986.3792,0.9163,0.31,0.3343
0.6957,2985.2366,0.9158,0.3099,0.3341
0.6958,2983.4429,0.9153,0.3099,0.334
0.6958,2981.0022,0.9148,0.3099,0.3338
0.6957,2977.9272,0.9144,0.3098,0.3337
0.6957,2974.229,0.9139,0.3098,0.3335
0.6956,2969.916,0.9135,0.3097,0.3333
0.6955,2964.9983,0.9131,0.3097,0.3331
0.6954,2959.4871,0.9127,0.3096,0.3329
0.6952,2953.3921,0.9124,0.3096,0.3327
0.695,2946.7239,0.9121,0.3095,0.3325
0.6949,2939.4888,0.9118,0.3095,0.3323
0.6946,2931.6992,0.9116,0.3094,0.3321
0.6944,2923.3616,0.9114,0.3094,0.3319
0.6942,2914.4866,0.9112,0.3093,0.3316
0.6939,2905.085,0.911,0.3093,0.3314
0.6936,2895.1638,0.9109,0.3092,0.3311
0.6933,2884.7354,0.9107,0.3092,0.3309
0.693,2873.8079,0.9106,0.3091,0.3306
0.6926,2862.3901,0.9105,0.309,0.3304
0.6923,2850.4937,0.9104,0.309,0.3301
0.6919,2838.1316,0.9103,0.3089,0.3298
0.6915,2825.3132,0.9102,0.3089,0.3296
0.6911,2812.0488,0.9101,0.3088,0.3293
0.6907,2798.3528,0.9099,0.3087,0.3291
0.6903,2784.2358,0.9097,0.3087,0.3288
0.6899,2769.7139,0.9095,0.3086,0.3286
0.6895,2754.7986,0.9092,0.3085,0.3284
0.6891,2739.5063,0.9089,0.3084,0.3282
0.6887,2723.8521,0.9085,0.3084,0.328
0.6882,2707.8542,0.9081,0.3083,0.3277
0.6878,2691.5293,0.9076,0.3082,0.3276
0.6873,2674.8965,0.907,0.3081,0.3274
0.6869,2657.9741,0.9063,0.3081,0.3272
0.6864,2640.7852,0.9056,0.308,0.327
0.686,2623.3511,0.9048,0.3079,0.3269
0.6855,2605.6965,0.9039,0.3078,0.3267
0.6851,2587.8408,0.9029,0.3077,0.3266
0.6846,2569.8132,0.9018,0.3076,0.3264
0.6842,2551.6392,0.9007,0.3075,0.3263
0.6837,2533.345,0.8995,0.3074,0.3262
0.6832,2514.9592,0.8982,0.3073,0.326
0.6827,2496.5051,0.8968,0.3072,0.3259
0.6823,2478.0098,0.8953,0.3071,0.3258
0.6818,2459.5024,0.8938,0.307,0.3257
0.6813,2441.0029,0.8922,0.3069,0.3256
0.6808,2422.5386,0.8906,0.3068,0.3255
0.6803,2404.1333,0.8889,0.3067,0.3254
0.6798,2385.8096,0.8872,0.3066,0.3253
0.6792,2367.5891,0.8854,0.3064,0.3252
0.6787,2349.4917,0.8836,0.3063,0.3251
0.6782,2331.5342,0.8818,0.3062,0.325
0.6776,2313.7329,0.88,0.306,0.3249
0.677,2296.1021,0.8781,0.3059,0.3248
0.6764,2278.6506,0.8763,0.3058,0.3247
0.6758,2261.3916,0.8745,0.3056,0.3246
0.6752,2244.3323,0.8726,0.3055,0.3244
0.6745,2227.4773,0.8708,0.3053,0.3243
0.6739,2210.834,0.869,0.3051,0.3242
0.6731,2194.3987,0.8672,0.305,0.3241
0.6724,2178.1743,0.8655,0.3048,0.3239
0.6717,2162.1572,0.8638,0.3046,0.3238
0.6709,2146.3472,0.8621,0.3045,0.3236
0.6701,2130.7375,0.8604,0.3043,0.3235
0.6692,2115.324,0.8588,0.3041,0.3233
0.6683,2100.1001,0.8572,0.3039,0.3232
0.6674,2085.0574,0.8556,0.3037,0.323
0.6665,2070.1877,0.8541,0.3034,0.3228
0.6655,2055.4819,0.8526,0.3032,0.3227
0.6645,2040.9333,0.8511,0.303,0.3225
0.6634,2026.5354,0.8497,0.3028,0.3223
0.6623,2012.2673,0.8482,0.3025,0.3221
0.6612,1998.1257,0.8468,0.3023,0.3219
0.66,1984.0986,0.8454,0.302,0.3217
0.6588,1970.1753,0.844,0.3018,0.3215
0.6576,1956.3459,0.8426,0.3015,0.3213
0.6563,1942.6057,0.8412,0.3012,0.3211
0.655,1928.9443,0.8398,0.3009,0.3209
0.6536,1915.3525,0.8384,0.3006,0.3206
0.6522,1901.8243,0.837,0.3003,0.3204
0.6507,1888.3556,0.8355,0.3,0.3202
0.6493,1874.9364,0.8341,0.2997,0.3199
0.6477,1861.5635,0.8326,0.2994,0.3197
0.6462,1848.2292,0.8311,0.299,0.3195
0.6446,1834.9324,0.8295,0.2987,0.3192
0.6429,1821.6683,0.828,0.2983,0.319
0.6412,1808.4342,0.8264,0.298,0.3187
0.6395,1795.2258,0.8247,0.2976,0.3185
0.6377,1782.0359,0.823,0.2972,0.3182
0.6359,1768.8611,0.8213,0.2968,0.3179
0.6341,1755.7026,0.8196,0.2964,0.3177
0.6322,1742.5544,0.8178,0.296,0.3174
0.6303,1729.4141,0.8159,0.2955,0.3171
0.6283,1716.2795,0.814,0.2951,0.3168
0.6263,1703.1486,0.8121,0.2946,0.3165
0.6242,1690.0215,0.8102,0.2941,0.3162
0.6222,1676.8942,0.8081,0.2936,0.316
0.62,1663.7632,0.8061,0.2931,0.3157
0.6179,1650.6306,0.804,0.2926,0.3154
0.6157,1637.4895,0.8019,0.2921,0.3151
0.6135,1624.3405,0.7997,0.2915,0.3148
0.6112,1611.1782,0.7975,0.2909,0.3144
0.6089,1597.9993,0.7953,0.2903,0.3141
0.6066,1584.7971,0.793,0.2897,0.3138
0.6042,1571.5674,0.7907,0.2891,0.3135
0.6018,1558.3019,0.7883,0.2884,0.3132
0.5994,1545.001,0.7859,0.2878,0.3128
0.5969,1531.6539,0.7835,0.2871,0.3125
0.5944,1518.2578,0.7811,0.2863,0.3122
0.5918,1504.8076,0.7786,0.2856,0.3118
0.5893,1491.2979,0.7761,0.2848,0.3115
0.5867,1477.7274,0.7735,0.284,0.3112
0.584,1464.0928,0.7709,0.2832,0.3108
0.5814,1450.3931,0.7683,0.2824,0.3105
0.56,1062.0214,0.8031,0.3008,0.3166
0.561,1078.6926,0.8038,0.3009,0.3169
0.562,1095.3741,0.8045,0.301,0.3173
0.563,1112.0564,0.8052,0.3011,0.3176
0.564,1128.7358,0.8059,0.3012,0.3179
0.5651,1145.4008,0.8067,0.3014,0.3182
0.5662,1162.0459,0.8074,0.3015,0.3185
0.5673,1178.6633,0.8082,0.3016,0.3187
0.5684,1195.2499,0.8089,0.3017,0.319
0.5695,1211.7999,0.8097,0.3018,0.3193
0.5707,1228.3097,0.8105,0.3019,0.3196
0.5719,1244.771,0.8114,0.302,0.3199
0.573,1261.1797,0.8122,0.3021,0.3202
0.5742,1277.533,0.813,0.3022,0.3204
0.5755,1293.8262,0.8139,0.3024,0.3207
0.5767,1310.0519,0.8148,0.3025,0.321
0.5779,1326.2028,0.8157,0.3026,0.3212
0.5792,1342.2793,0.8166,0.3027,0.3215
0.5804,1358.2729,0.8175,0.3028,0.3217
0.5817,1374.1788,0.8184,0.3029,0.322
0.5829,1389.9896,0.8193,0.303,0.3222
0.5842,1405.6958,0.8203,0.3031,0.3225
0.5854,1421.2925,0.8212,0.3032,0.3227
0.5867,1436.7726,0.8222,0.3033,0.323
0.5879,1452.1267,0.8232,0.3035,0.3232
0.5892,1467.3505,0.8242,0.3036,0.3234
0.5904,1482.4324,0.8252,0.3037,0.3237
0.5916,1497.3657,0.8262,0.3038,0.3239
0.5929,1512.1396,0.8272,0.3039,0.3241
0.5941,1526.7438,0.8282,0.304,0.3243
0.5953,1541.1692,0.8293,0.3041,0.3245
0.5965,1555.4047,0.8303,0.3042,0.3247
0.5976,1569.4413,0.8314,0.3043,0.3249
0.5988,1583.2722,0.8325,0.3044,0.3251
0.5999,1596.8889,0.8335,0.3045,0.3253
0.601,1610.2791,0.8346,0.3046,0.3255
0.6021,1623.4341,0.8357,0.3047,0.3257
0.6032,1636.3477,0.8368,0.3048,0.3259
0.6042,1649.0118,0.8379,0.3049,0.3261
0.6053,1661.4222,0.8391,0.305,0.3263
0.6063,1673.575,0.8402,0.3051,0.3264
0.6072,1685.4634,0.8413,0.3052,0.3266
0.6082,1697.0854,0.8425,0.3053,0.3268
0.6091,1708.4365,0.8436,0.3054,0.3269
0.61,1719.5131,0.8448,0.3055,0.3271
0.6109,1730.317,0.846,0.3056,0.3273
0.6117,1740.8429,0.8471,0.3057,0.3274
0.6125,1751.0952,0.8483,0.3058,0.3276
0.6133,1761.077,0.8495,0.3059,0.3277
0.6141,1770.7894,0.8507,0.306,0.3278
0.6149,1780.2336,0.8519,0.3061,0.328
0.6156,1789.415,0.8531,0.3062,0.3281
0.6164,1798.3409,0.8543,0.3063,0.3283
0.6171,1807.0164,0.8556,0.3064,0.3284
0.6179,1815.4529,0.8568,0.3065,0.3285
0.6186,1823.662,0.858,0.3066,0.3286
0.6193,1831.6538,0.8592,0.3067,0.3288
0.6201,1839.441,0.8605,0.3068,0.3289
0.6208,1847.0408,0.8617,0.3069,0.329
0.6216,1854.4673,0.863,0.307,0.3291
0.6224,1861.739,0.8643,0.3071,0.3292
0.6232,1868.8733,0.8655,0.3072,0.3293
0.6241,1875.8878,0.8668,0.3073,0.3294
0.625,1882.8052,0.868,0.3074,0.3295
0.6259,1889.646,0.8693,0.3075,0.3296
0.6269,1896.4294,0.8705,0.3076,0.3297
0.6279,1903.1796,0.8717,0.3077,0.3298
0.6289,1909.9167,0.8729,0.3077,0.3299
0.63,1916.6688,0.8741,0.3078,0.33
0.6311,1923.4526,0.8753,0.3079,0.33
0.6323,1930.2948,0.8764,0.308,0.3301
0.6335,1937.2177,0.8775,0.3081,0.3302
0.6347,1944.2437,0.8786,0.3082,0.3303
0.636,1951.3984,0.8797,0.3083,0.3304
0.6373,1958.702,0.8807,0.3083,0.3304
0.6386,1966.1755,0.8817,0.3084,0.3305
0.64,1973.8452,0.8827,0.3085,0.3306
0.6413,1981.7261,0.8837,0.3086,0.3307
0.6427,1989.8427,0.8846,0.3087,0.3307
0.6441,1998.2109,0.8855,0.3087,0.3308
0.6455,2006.8513,0.8864,0.3088,0.3309
0.6469,2015.7837,0.8872,0.3089,0.3309
0.6483,2025.0182,0.888,0.3089,0.331
0.6496,2034.5775,0.8888,0.309,0.331
0.651,2044.4725,0.8896,0.3091,0.3311
0.6524,2054.7163,0.8904,0.3092,0.3312
0.6537,2065.3257,0.8911,0.3092,0.3312
0.655,2076.3113,0.8918,0.3093,0.3313
0.6564,2087.6877,0.8925,0.3093,0.3313
0.6576,2099.4709,0.8931,0.3094,0.3314
0.6589,2111.6738,0.8938,0.3095,0.3314
0.6602,2124.3154,0.8944,0.3095,0.3315
0.6614,2137.4036,0.8951,0.3096,0.3316
0.6626,2150.9478,0.8957,0.3096,0.3316
0.6638,2164.96,0.8963,0.3097,0.3317
0.6649,2179.439,0.8969,0.3098,0.3317
0.666,2194.3923,0.8975,0.3098,0.3318
0.6672,2209.8181,0.8981,0.3098,0.3318
0.6682,2225.7153,0.8987,0.3099,0.3319
0.6693,2242.0759,0.8993,0.3099,0.3319
0.6703,2258.8901,0.8998,0.31,0.332
0.6713,2276.1455,0.9005,0.31,0.332
0.6723,2293.8301,0.9011,0.3101,0.3321
0.6732,2311.9211,0.9017,0.3101,0.3321
0.6741,2330.4001,0.9023,0.3101,0.3322
0.675,2349.2397,0.903,0.3102,0.3322
0.6758,2368.4111,0.9036,0.3102,0.3323
0.6766,2387.8813,0.9043,0.3102,0.3324
0.6774,2407.6155,0.905,0.3103,0.3325
0.6781,2427.5759,0.9057,0.3103,0.3326
0.6788,2447.7222,0.9064,0.3103,0.3327
0.6795,2468.0103,0.9072,0.3103,0.3328
0.6801,2488.3977,0.9079,0.3103,0.333
0.6807,2508.8384,0.9087,0.3104,0.3331
0.6813,2529.282,0.9094,0.3104,0.3333
0.6818,2549.6846,0.9102,0.3104,0.3335
0.6824,2569.999,0.911,0.3104,0.3337
0.6829,2590.1755,0.9117,0.3104,0.334
0.6833,2610.166,0.9125,0.3104,0.3342
0.6838,2629.9263,0.9132,0.3104,0.3344
0.6843,2649.4116,0.914,0.3104,0.3347
0.6847,2668.5767,0.9147,0.3104,0.3349
0.6851,2687.3804,0.9154,0.3104,0.3351
0.6856,2705.7817,0.916,0.3104,0.3353
0.686,2723.7424,0.9166,0.3104,0.3355
0.6864,2741.229,0.9172,0.3104,0.3356
0.6868,2758.207,0.9178,0.3104,0.3357
0.6872,2774.6479,0.9183,0.3104,0.3358
0.6876,2790.5205,0.9187,0.3104,0.3359
0.688,2805.8025,0.9191,0.3104,0.3359
0.6884,2820.4712,0.9194,0.3104,0.3359
0.6888,2834.5039,0.9197,0.3103,0.3359
0.6891,2847.8884,0.92,0.3103,0.3359
0.6895,2860.6045,0.9201,0.3103,0.3359
0.6899,2872.6436,0.9202,0.3103,0.3358
0.6903,2883.9941,0.9203,0.3103,0.3358
0.6906,2894.6455,0.9203,0.3102,0.3357
0.691,2904.5945,0.9202,0.3102,0.3356
0.6913,2913.8335,0.9201,0.3102,0.3356
0.6916,2922.3635,0.9199,0.3102,0.3355
0.6919,2930.1814,0.9197,0.3101,0.3354
0.6922,2937.2866,0.9195,0.3101,0.3353
0.6925,2943.6846,0.9192,0.3101,0.3352
0.6928,2949.3735,0.9188,0.3101,0.3351
0.693,2954.3535,0.9184,0.31,0.335
0.6933,2958.6331,0.918,0.31,0.3349
0.6935,2962.2109,0.9176,0.31,0.3348
0.6937,2965.0957,0.9172,0.3099,0.3347
0.6938,2967.2891,0.9167,0.3099,0.3346
0.694,2968.7983,0.9162,0.3099,0.3344
0.6941,2969.6311,0.9158,0.3098,0.3343
0.6942,2969.7937,0.9153,0.3098,0.3342
0.6942,2969.2949,0.9148,0.3097,0.334
0.6943,2968.144,0.9143,0.3097,0.3339
0.6943,2966.3501,0.9138,0.3097,0.3337
0.6942,2963.9231,0.9134,0.3096,0.3336
0.6942,2960.875,0.9129,0.3096,0.3334
0.6941,2957.2131,0.9125,0.3095,0.3333
0.694,2952.9526,0.9121,0.3095,0.3331
0.6939,2948.0989,0.9117,0.3094,0.3329
0.6938,2942.6675,0.9113,0.3094,0.3327
0.6936,2936.6641,0.911,0.3093,0.3325
0.6934,2930.1013,0.9107,0.3093,0.3323
0.6932,2922.9858,0.9104,0.3092,0.3321
0.693,2915.3284,0.9102,0.3092,0.3318
0.6928,2907.1377,0.9099,0.3091,0.3316
0.6925,2898.4229,0.9097,0.3091,0.3314
0.6922,2889.1934,0.9096,0.309,0.3311
0.6919,2879.4585,0.9094,0.309,0.3309
0.6916,2869.2292,0.9093,0.3089,0.3306
0.6913,2858.5134,0.9092,0.3089,0.3304
0.6909,2847.3223,0.9091,0.3088,0.3301
0.6906,2835.6653,0.909,0.3087,0.3299
0.6902,2823.5527,0.9089,0.3087,0.3296
0.6898,2811.0,0.9087,0.3086,0.3294
0.6894,2798.0115,0.9086,0.3085,0.3292
0.689,2784.6025,0.9084,0.3085,0.3289
0.6886,2770.7859,0.9082,0.3084,0.3287
0.6882,2756.5752,0.908,0.3083,0.3285
0.6878,2741.9829,0.9077,0.3083,0.3282
0.6874,2727.0229,0.9074,0.3082,0.328
0.687,2711.7109,0.9071,0.3081,0.3278
0.6865,2696.0642,0.9066,0.3081,0.3276
0.6861,2680.0974,0.9061,0.308,0.3274
0.6857,2663.8306,0.9056,0.3079,0.3272
0.6852,2647.282,0.9049,0.3078,0.3271
0.6848,2630.4724,0.9042,0.3077,0.3269
0.6843,2613.4192,0.9034,0.3077,0.3267
0.6839,2596.1484,0.9025,0.3076,0.3266
0.6834,2578.6816,0.9016,0.3075,0.3264
0.683,2561.0437,0.9005,0.3074,0.3263
0.6825,2543.259,0.8994,0.3073,0.3262
0.6821,2525.354,0.8982,0.3072,0.3261
0.6816,2507.3525,0.8969,0.3071,0.3259
0.6811,2489.28,0.8956,0.307,0.3258
0.6807,2471.1626,0.8942,0.3069,0.3257
0.6802,2453.0225,0.8927,0.3068,0.3256
0.6797,2434.8857,0.8912,0.3067,0.3255
0.6792,2416.7749,0.8896,0.3066,0.3254
0.6787,2398.7131,0.8879,0.3064,0.3253
0.6782,2380.7224,0.8863,0.3063,0.3252
0.6777,2362.8223,0.8846,0.3062,0.3251
0.6771,2345.0317,0.8828,0.3061,0.325
0.6766,2327.3669,0.8811,0.3059,0.3249
0.676,2309.8438,0.8793,0.3058,0.3248
0.6754,2292.4753,0.8776,0.3057,0.3247
0.6748,2275.2729,0.8758,0.3055,0.3245
0.6742,2258.2456,0.874,0.3054,0.3244
0.6736,2241.4014,0.8722,0.3052,0.3243
0.6729,2224.7473,0.8705,0.3051,0.3242
0.6723,2208.2859,0.8688,0.3049,0.3241
0.6715,2192.0181,0.8671,0.3047,0.3239
0.6708,2175.9448,0.8654,0.3045,0.3238
0.6701,2160.064,0.8637,0.3044,0.3236
0.6693,2144.3755,0.8621,0.3042,0.3235
0.6684,2128.8713,0.8605,0.304,0.3233
0.6676,2113.5508,0.8589,0.3038,0.3232
0.6667,2098.4053,0.8573,0.3036,0.323
0.6658,2083.428,0.8558,0.3034,0.3229
0.6648,2068.6116,0.8543,0.3032,0.3227
0.6638,2053.9507,0.8529,0.303,0.3225
0.6628,2039.4387,0.8514,0.3027,0.3223
0.6617,2025.0625,0.85,0.3025,0.3221
0.6606,2010.8126,0.8486,0.3023,0.322
0.6595,1996.6787,0.8472,0.302,0.3218
0.6583,1982.655,0.8458,0.3017,0.3216
0.6571,1968.7288,0.8445,0.3015,0.3214
0.6558,1954.8921,0.8431,0.3012,0.3211
0.6545,1941.139,0.8417,0.3009,0.3209
0.6532,1927.462,0.8404,0.3006,0.3207
0.6518,1913.8508,0.839,0.3003,0.3205
0.6504,1900.3016,0.8376,0.3,0.3203
0.649,1886.8108,0.8361,0.2997,0.32
0.6475,1873.3674,0.8347,0.2994,0.3198
0.6459,1859.9683,0.8332,0.2991,0.3196
0.6444,1846.6106,0.8317,0.2987,0.3193
0.6427,1833.2891,0.8302,0.2984,0.3191
0.6411,1820.002,0.8286,0.298,0.3188
0.6394,1806.7433,0.827,0.2976,0.3186
0.6377,1793.5095,0.8254,0.2973,0.3183
0.6359,1780.2952,0.8238,0.2969,0.3181
0.6341,1767.0989,0.822,0.2965,0.3178
0.6322,1753.918,0.8203,0.296,0.3175
